"","title","dataset_citation","publication_citation","description","url","contact_name","contact_affiliation","email","orcid","dataset_license","project_identifier","publication_status","taxon","location_description","study_collection_area","geo_datum","gps_obfuscation_info","species_id_method","study_design","sampling_strategy","sampling_method","sampling_protocol","measurement_unit","value_transform","sample_start_date","sample_start_time","sample_end_date","sample_end_time","sample_value","sample_sex","sample_stage","sample_location","sample_collection_area","sample_lat_dd","sample_long_dd","sample_environment","additional_location_info","additional_sample_info","sample_name"
"961308","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,339,"female","adult","Manatee County",NA,27.419,-82.426,NA,NA,NA,NA
"961312","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,843,"female","adult","Manatee County",NA,27.427,-82.377,NA,NA,NA,NA
"961315","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,285,"female","adult","Manatee County",NA,27.485,-82.402,NA,NA,NA,NA
"961322","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,783,"female","adult","Manatee County",NA,27.439,-82.439,NA,NA,NA,NA
"961328","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,128,"female","adult","Manatee County",NA,27.513,-82.432,NA,NA,NA,NA
"961333","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,52,"female","adult","Manatee County",NA,27.489,-82.362,NA,NA,NA,NA
"961339","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,264,"female","adult","Manatee County",NA,27.464,-82.304,NA,NA,NA,NA
"961345","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,84,"female","adult","Manatee County",NA,27.412,-82.288,NA,NA,NA,NA
"961349","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,422,"female","adult","Manatee County",NA,27.475,-82.324,NA,NA,NA,NA
"961353","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,738,"female","adult","Manatee County",NA,27.408,-82.304,NA,NA,NA,NA
"961357","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,1224,"female","adult","Manatee County",NA,27.408,-82.26,NA,NA,NA,NA
"961359","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,2158,"female","adult","Manatee County",NA,27.35,-82.158,NA,NA,NA,NA
"961363","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,336,"female","adult","Manatee County",NA,27.287,-82.23,NA,NA,NA,NA
"961367","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,2293,"female","adult","Manatee County",NA,27.347,-82.243,NA,NA,NA,NA
"961372","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,827,"female","adult","Manatee County",NA,27.273,-82.117,NA,NA,NA,NA
"961380","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,122,"female","adult","Manatee County",NA,27.427,-82.133,NA,NA,NA,NA
"961385","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,1116,"female","adult","Manatee County",NA,27.471,-82.17,NA,NA,NA,NA
"961389","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,154,"female","adult","Manatee County",NA,27.639,-82.417,NA,NA,NA,NA
"961395","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,1135,"female","adult","Manatee County",NA,27.575,-82.42,NA,NA,NA,NA
"961402","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,326,"female","adult","Manatee County",NA,27.565,-82.425,NA,NA,NA,NA
"961406","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,194,"female","adult","Manatee County",NA,27.591,-82.2,NA,NA,NA,NA
"961413","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,211,"female","adult","Manatee County",NA,27.603,-82.098,NA,NA,NA,NA
"961421","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,3102,"female","adult","Manatee County",NA,27.613,-82.124,NA,NA,NA,NA
"961429","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,193,"female","adult","Manatee County",NA,27.571,-82.138,NA,NA,NA,NA
"961438","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,338,"female","adult","Manatee County",NA,27.531,-82.582,NA,NA,NA,NA
"961442","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,19,"female","adult","Manatee County",NA,27.476,-82.613,NA,NA,NA,NA
"961446","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,17,"female","adult","Manatee County",NA,27.49,-82.534,NA,NA,NA,NA
"961452","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,261,"female","adult","Manatee County",NA,27.449,-82.499,NA,NA,NA,NA
"961460","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-05,NA,348,"female","adult","Manatee County",NA,27.442,-82.436,NA,NA,NA,NA
"961465","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-06,NA,98,"female","adult","Manatee County",NA,27.603,-82.536,NA,NA,NA,NA
"961470","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-06,NA,155,"female","adult","Manatee County",NA,27.591,-82.548,NA,NA,NA,NA
"961476","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-06,NA,626,"female","adult","Manatee County",NA,27.628,-82.497,NA,NA,NA,NA
"961482","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-06,NA,596,"female","adult","Manatee County",NA,27.64,-82.553,NA,NA,NA,NA
"961487","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-06,NA,32,"female","adult","Manatee County",NA,27.489,-82.362,NA,NA,NA,NA
"961493","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-06,NA,12,"female","adult","Manatee County",NA,27.412,-82.288,NA,NA,NA,NA
"961498","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-06,NA,126,"female","adult","Manatee County",NA,27.578,-82.484,NA,NA,NA,NA
"961504","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-06,NA,596,"female","adult","Manatee County",NA,27.575,-82.42,NA,NA,NA,NA
"961510","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-06,NA,322,"female","adult","Manatee County",NA,27.574,-82.504,NA,NA,NA,NA
"961515","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-06,NA,9,"female","adult","Manatee County",NA,27.565,-82.48,NA,NA,NA,NA
"961520","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-07,NA,116,"female","adult","Manatee County",NA,27.603,-82.536,NA,NA,NA,NA
"961529","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-07,NA,1283,"female","adult","Manatee County",NA,27.628,-82.497,NA,NA,NA,NA
"961536","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-07,NA,1260,"female","adult","Manatee County",NA,27.64,-82.553,NA,NA,NA,NA
"961540","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-07,NA,34,"female","adult","Manatee County",NA,27.489,-82.362,NA,NA,NA,NA
"961544","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-07,NA,50,"female","adult","Manatee County",NA,27.412,-82.288,NA,NA,NA,NA
"961550","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-07,NA,262,"female","adult","Manatee County",NA,27.578,-82.484,NA,NA,NA,NA
"961557","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-07,NA,436,"female","adult","Manatee County",NA,27.575,-82.42,NA,NA,NA,NA
"961568","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-07,NA,343,"female","adult","Manatee County",NA,27.565,-82.425,NA,NA,NA,NA
"961574","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-08,NA,3477,"female","adult","Manatee County",NA,27.628,-82.497,NA,NA,NA,NA
"961582","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-08,NA,98,"female","adult","Manatee County",NA,27.489,-82.362,NA,NA,NA,NA
"961587","Mosquito surveillance in Manatee County, Florida, USA. 2015","DOI:10.5281/zenodo.1217709,http://www.manateemosquito.com/",NA,"Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Barbara Beyer;Manatee County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000255","published","Culex nigripalpus","Manatee County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2015-10-08,NA,84,"female","adult","Manatee County",NA,27.412,-82.288,NA,NA,NA,NA
