"","title","dataset_citation","publication_citation","description","url","contact_name","contact_affiliation","email","orcid","dataset_license","project_identifier","publication_status","taxon","location_description","study_collection_area","geo_datum","gps_obfuscation_info","species_id_method","study_design","sampling_strategy","sampling_method","sampling_protocol","measurement_unit","value_transform","sample_start_date","sample_start_time","sample_end_date","sample_end_time","sample_value","sample_sex","sample_stage","sample_location","sample_collection_area","sample_lat_dd","sample_long_dd","sample_environment","additional_location_info","additional_sample_info","sample_name"
"1520685","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-12-08,NA,0,"female","adult","Orange County",NA,28.4983,-80.9963,NA,NA,NA,NA
"1520727","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-11-03,NA,0,"female","adult","Orange County",NA,28.4983,-80.9963,NA,NA,NA,NA
"1520768","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-05-19,NA,0,"female","adult","Orange County",NA,28.4983,-80.9963,NA,NA,NA,NA
"1520809","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-12-15,NA,0,"female","adult","Orange County",NA,28.4983,-80.9963,NA,NA,NA,NA
"1520875","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-06-16,NA,0,"female","adult","Orange County",NA,28.4983,-80.9963,NA,NA,NA,NA
"1520913","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-09-15,NA,4,"female","adult","Orange County",NA,28.4983,-80.9963,NA,NA,NA,NA
"1520942","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-08-11,NA,0,"female","adult","Orange County",NA,28.4983,-80.9963,NA,NA,NA,NA
"1520988","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-03-24,NA,0,"female","adult","Orange County",NA,28.4983,-80.9963,NA,NA,NA,NA
"1521012","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-09-02,NA,4,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521030","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-09-15,NA,7,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521036","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-09-09,NA,4,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521053","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-09-22,NA,5,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521087","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-12-08,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521131","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-10-27,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521172","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-06-09,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521218","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-07-07,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521237","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-09-08,NA,4,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521261","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-05-19,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521292","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-06-02,NA,5,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521303","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-02-24,NA,1,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521312","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-08-25,NA,7,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521336","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-08-11,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521355","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-07-14,NA,16,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521357","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-03-03,NA,1,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521360","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-07-21,NA,18,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521364","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-10-13,NA,26,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521392","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-11-03,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521424","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-10-06,NA,3,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521427","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-01-10,NA,1,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521428","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-09-29,NA,1,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521444","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-07-28,NA,1,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521449","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-06-30,NA,6,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521476","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-02-10,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521518","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-03-10,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521536","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-02-03,NA,2,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521560","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-05-26,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521593","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-08-18,NA,1,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521595","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-04-21,NA,5,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521616","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-06-16,NA,1,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521618","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-11-24,NA,1,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521649","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-02-17,NA,0,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521678","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-03-17,NA,1,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521688","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-08-04,NA,1,"female","adult","Orange County",NA,28.5647,-81.0223,NA,NA,NA,NA
"1521719","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-12-08,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1521762","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-12-15,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1521810","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-02-03,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1521853","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-01-27,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1521876","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-09-02,NA,1,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1521878","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-08-18,NA,2,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1521908","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-02-17,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1521927","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-08-25,NA,2,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1521954","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-05-26,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
"1522000","Mosquito surveillance in Orange County, Florida, USA. 2014","DOI:10.5281/zenodo.1220213",NA,"Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations.",NA,"Dave Pelly;Orange County Mosquito Control District",NA,NA,NA,"CC BY","VBP0000259","unpublished","Mansonia titillans","Orange County",NA,NA,NA,NA,NA,NA,"carbon dioxide,light","CDC light trap",NA,NA,NA,NA,2014-05-19,NA,0,"female","adult","Orange County",NA,28.5585,-81.1015,NA,NA,NA,NA
